Review,Rating
"Gia đình tuyệt vời, gia đình 4 người đã ở đây vào đầu tuần trước trong chuyến đi Nutcracker, được giá tốt và có kỳ nghỉ vui vẻ, bọn trẻ đặc biệt thích bể bơi, bố mẹ cũng thích phòng riêng, thang máy kính và bánh quy rất được yêu thích, đã tận dụng dịch vụ xe đưa đón miễn phí chỉ cách trung tâm Wang vài dãy nhà, phòng không sang trọng nhưng khá sạch sẽ, chuyến đi không quá xa xỉ nhưng chắc chắn thân thiện với gia đình.",4
"Kỳ nghỉ tuyệt vời tại khách sạn Eliot, đặt phòng khách sạn Eliot bất ngờ cho mẹ tôi, dịch vụ tuyệt vời, mẹ tôi rất ấn tượng với căn phòng đẹp, vị trí tuyệt vời, gần phố Boylston nổi tiếng ở Newbury, chỉ cách vài phút đi bộ, chắc chắn sẽ giới thiệu khách sạn này và quay lại trong tương lai.",5
"Trải nghiệm tuyệt vời, ở khách sạn tuyệt vời trong dịp Lễ Tạ ơn, được nâng cấp lên phòng suite miễn phí khi đến nơi, phòng rộng rãi được trang trí trang nhã, kỳ nghỉ thiên đường, nhân viên cực kỳ thân thiện, không gặp vấn đề gì, mất hộ chiếu, khách sạn nằm ở khu vực tuyệt vời của Boston, đi bộ một đoạn ngắn đến phố Newbury và phố Boylston, cách trung tâm Prudential 10 phút, khách sạn đáng giá tiền, đẳng cấp London.",5
"Khách sạn Elliot đơn giản, vị trí tốt, tôi ở đó vào cuối tuần Lễ Lao động, phòng suite tầng 9 được đánh giá cao vì là kỷ niệm, đẹp, vị trí tuyệt vời, trung tâm mua sắm Prudential Center, đi bộ trên đường mòn Freedom Trail. Khách sạn cũ kỹ, suốt đêm ở tầng 9 nghe thấy tiếng ồn giao thông, còi báo động, xe cứu thương inh ỏi, định dừng lại nhưng vẫn tiếp tục suốt đêm, không thể tưởng tượng nổi các tầng dưới ồn ào đến mức nào, giường cứng như đá, tệ nhất là ngủ với điều hòa 65 độ suốt thời gian ở phòng nhưng nhiệt độ thực tế lên đến 80 độ. Có những khách sạn tốt hơn trong khu vực, nhân viên thân thiện, hỗ trợ chu đáo, đã in sẵn chỉ dẫn trên Mapquest cho bữa tối.",3
"Khách sạn Eliot ở Boston, một khách sạn cổ điển quyến rũ, dịch vụ hàng đầu. Tôi ở phòng suite tầng trên 808, có lẽ là phòng trong chuyến công tác gần đây, rộng rãi, thoải mái, nội thất được bài trí đẹp mắt. Vị trí tuyệt vời ở khu vực vịnh Boston, nhiều cửa hàng mua sắm, dễ dàng tiếp cận các địa danh nổi tiếng như sân vận động Fenway Park, phố Newbury và sông Charles, Cambridge. Tôi rất khuyên bạn nên chọn khách sạn này.",5
"Ồn ào, khó chịu, dịch vụ tệ hại, nhân viên chỉ đường sai, địa điểm bị lạc, đám cưới muộn, nghe thấy tiếng ồn từ các phòng bên cạnh, khỏi phải nói là không ngủ được, không ai giúp mang hành lý, trả giá cao nhưng chỗ ở chỉ ở mức trung bình, chắc chắn không phải khách sạn hạng sang, muốn khách sạn hạng sang thì nên chọn Seasons Ritz-Carlton, Westin Marriott Copley Square, những nơi tốt hơn để ở, nên ở Days Inn Motel 6 thì tốt hơn.",1
"Khách sạn Eliot đến không đúng giờ, nhưng ban đầu họ đã có một đêm tuyệt vời ở Lenox. Eliot gần Nhạc viện Boston hơn, ban đầu họ muốn ở lại nhưng không có phòng. Họ đã ở Lenox một đêm, sảnh nhỏ xinh xắn của Eliot khá hỗn loạn, có nhiều người làm thủ tục nhận phòng, trời mưa. Đến buổi tối không có người gác cửa chào đón, nhân viên khuân vác giúp mang hành lý. Việc mang hành lý vào khách sạn khá khó khăn, nhưng mang vác đồ đạc không dễ dàng. Phòng được trang trí đẹp, phòng tắm sạch sẽ, chỗ ngồi cạnh cửa sổ dễ thương, giường thoải mái. Truy cập internet trong phòng có giá 10 đô la, tôi nghĩ là đã bao gồm. Dịch vụ dọn phòng được cung cấp hàng đêm, khu phố thuận tiện mua sắm trên đường Newberry, gần Nhạc viện Berklee Boston. Khi nhận phòng không được giúp đỡ, chúng tôi phải tự mình gọi taxi và mang hành lý ra đường. Sau khi về nhà, chúng tôi nhận được phí điều chỉnh thẻ hành lý là 10 đô la, được thông báo đã lấy phòng, nhưng họ khẳng định không có thẻ hành lý, chúng tôi hỏi liệu phí đã được xóa chưa và được thông báo rằng phí vẫn còn.",3
"Khách sạn này thực sự tệ hại, dựa trên các đánh giá, bao gồm cả việc được đưa vào danh sách vàng của Conde Nast Traveller, khách sạn Eliot gây sốc. Nhân viên thiếu năng lực, thường xuyên đưa ra câu trả lời sai, hoàn toàn không được giám sát. Vợ tôi kiểm tra phòng và phát hiện vòi hoa sen bị hỏng, vặn núm điều chỉnh nhưng vòi hoa sen vẫn không hoạt động, không thể chấp nhận được, giống như một nhà nghỉ bình dân. Cửa phòng bị đóng, hệ thống sưởi không hoạt động, nhân viên từ chối cho phép giữ ấm trong đêm đông lạnh giá. Tham dự đám cưới, trở về lúc 10 giờ 12 phút, được thông báo thực đơn phục vụ phòng rất hạn chế. Tôi gọi bánh mì kẹp gà tây và được thông báo phải đợi 45 phút, nhân viên phục vụ thiếu chuyên nghiệp, nhưng vẫn phải chờ. 15 phút sau, tôi nhận được thông báo không có bánh mì kẹp gà tây. Những chuyện như vậy vẫn xảy ra, khách sạn giả vờ là cao cấp, bổ nhiệm nhân viên chuyên nghiệp, nhưng không có bánh mì kẹp gà tây. Đặc biệt là những thứ được phép gọi sau nửa đêm, nhân viên dọn phòng gõ cửa lúc 6:15 tối Chủ nhật, yêu cầu dọn dẹp và quay lại sau. Về đến nhà, phòng vẫn nguyên vẹn, đúng như dự đoán, khách sạn bừa bộn. Ở lại khách sạn Eliot ở Boston không đáng tiền và thời gian.",1
"Vị trí, dịch vụ, sự thoải mái, đọc đánh giá, kỳ nghỉ ở Boston, khách sạn Eliot, quyết định đúng đắn. Khách sạn nằm ở vị trí lý tưởng, gần ga tàu điện ngầm Green Line T Bay, các cửa hàng trên phố Newbury dễ dàng đi bộ, Boston Common, Beacon Hill, trung tâm thành phố North End, thời tiết tốt, trạm xe buýt Harvard ngay góc phố, dễ dàng gọi taxi, nhân viên gác cửa. Dịch vụ hiệu quả, thân thiện, mở cửa giúp đỡ hành lý, làm thủ tục nhanh chóng, yêu cầu dịch vụ phòng, tủ lạnh, thêm ly, đá, tiện nghi, trung tâm kinh doanh. Phòng rộng rãi, tầng 6, suite, nhiều không gian, phòng cực kỳ yên tĩnh, nhiều nước nóng, áp lực nước mạnh, cửa sổ mở, khách sạn giữ ấm tốt, nội thất trang nhã, ga trải giường thoải mái, suite nâng cấp tính phí 235 đô la một đêm. Đối với khách du lịch, đây là vị trí tốt nhất, giá trị tuyệt vời ở Boston, dễ dàng tiếp cận các điểm tham quan, như ở nhà, khu phố an toàn, nhà hàng và cửa hàng. Rất khuyến nghị.",4
"Khách sạn tuyệt vời, vợ con tôi vừa ở lại vài đêm, rất ấn tượng, chắc chắn xứng đáng được đánh giá cao. Vị trí tốt, vợ tôi thích gần Newbury, con trai tôi thích gần Fenway Park. Muốn ở lại Ritz-Carlton Seasons, một nơi sang trọng, ấm cúng, nhà hàng tuyệt vời ở tầng dưới. Có một điều phàn nàn: dịch vụ đỗ xe và lễ tân không thông báo cho khách, đã kiểm tra ngày hôm đó và phải chờ đợi khá lâu để lấy xe, việc khởi hành bị trì hoãn đáng kể, đã chuẩn bị sẵn một tiếng đồng hồ chờ đợi.",4
"Khách sạn quyến rũ ở Boston, chồng và con gái nhỏ đã ở khách sạn Eliot một đêm trong chuyến đi dài ngày đến Cape Cod, muốn ở lại Boston đêm thứ Bảy gần sân bay, chuyến bay sáng Chủ nhật, đã ở nhiều khách sạn ở Boston nhiều năm rồi, rất hài lòng, phòng suite cao cấp rộng rãi hoàn hảo, phòng khách là nơi hoàn hảo cho con gái tôi, cũi và đồ chơi của bé ngủ muộn vào ban ngày, rèm cửa tuyệt vời chắn ánh sáng, mở chúng ra - chúng tôi có tầm nhìn tuyệt vời ra đại lộ Commonwealth, có thể đóng cửa kiểu Pháp trong phòng ngủ xem tivi nhỏ gây khó chịu, các phòng được trang trí đẹp mắt, màu sắc phòng xanh lam và nâu sô cô la, phòng tắm được phục hồi đẹp với đá cẩm thạch trắng cổ, khu vực trang điểm riêng biệt với ánh sáng tốt, khu vực quầy bar riêng biệt, phòng khách rộng rãi tuyệt vời, con gái tôi có đồ ăn và bình sữa, giường thoải mái, chồng tôi thực sự thích internet không dây, vị trí tuyệt vời của Eliot chỉ cách một quãng đi bộ ngắn đến các nhà hàng và cửa hàng tuyệt vời, buồn vì phải ở lại một đêm nhưng rất vui vì đây là khách sạn yêu thích của tôi ở Boston.",5
"Hoàn toàn thất vọng, tôi đã lên kế hoạch cho chuyến đi đặc biệt đến Boston để kỷ niệm sinh nhật em gái, nhưng lại chọn khách sạn Eliot, một khách sạn sang trọng nhưng hoàn toàn gây thất vọng. Tôi đã yêu cầu cụ thể một phòng suite được cải tạo, phần chính của phòng trông như mới được sơn sửa lại, nhưng phòng tắm thì hoàn toàn không thể chấp nhận được, bao gồm cả vòi sen bị mốc meo nghiêm trọng, gạch lát sàn bị ố vàng, sàn nhà bẩn, bồn cầu công nghiệp bị rò rỉ. Tôi đã kiểm tra phòng ngay sau đó và yêu cầu được xem một phòng khác trong tình trạng tương tự. Các vấn đề khác mà tôi đã đề cập trong các đánh giá là cửa phòng tắm không mở được 90 độ, ánh sáng kém, dịch vụ khách hàng không tồn tại, người gác cửa đẩy hành lý, xe đẩy hành lý, thang máy, sảnh chờ, phòng. Đừng chờ đợi, khách sạn thật tồi tệ. Tôi đã trải qua một đêm ở khách sạn Westin Copley Plaza, nhưng không phải là một khách sạn boutique, trải nghiệm ở Westin thật tuyệt vời với dịch vụ khách hàng xuất sắc.",1
"Khách sạn Eliot sang trọng, xa hoa từ năm 1925, viên ngọc quý trong ký ức của tôi. Tôi vừa ở lại Boston, được xây dựng năm 1925, mang đến cảm giác quay ngược thời gian. Sự chuyên nghiệp, lịch sự, nụ cười chân thành của nhân viên thật tuyệt vời. Món quà bất ngờ thú vị là bánh quy sô cô la chip. Phòng được dọn dẹp sạch sẽ hoàn hảo, rất đáng để trải nghiệm. Giá cả hợp lý, vị trí tuyệt vời, đặc biệt là không gian lãng mạn. Khách sạn thực sự xuất sắc.",5
"Tầng vàng là nơi tuyệt vời nhất tôi từng ở, tầng câu lạc bộ vàng tại khách sạn Fairmont Copley Plaza Boston, tôi đi nghỉ cuối tuần cùng bố mẹ và con gái đang học đại học, thật tuyệt vời. Chủ sở hữu đã cung cấp bản đồ du lịch và từng ở nhiều khách sạn tuyệt vời, trải nghiệm tầng vàng tuyệt vời nhất, phòng câu lạc bộ sang trọng, ấm cúng, cảm giác như ở nhà, sống trong biệt thự, dịch vụ xuất sắc, đồ ăn sáng, trưa, ăn nhẹ, cocktail, bữa tối nhẹ nhàng, nhiều món ngon, không đáng tiền khi nâng cấp lên hạng cao hơn.",5
"Trở lại, ở hạng vàng, nhận xét cụ thể về kỳ nghỉ, vấn đề là khi đến nơi không có người gác cửa, hành lý khó chịu, quản lý gần như vấp ngã, làm cho bánh quy brie phủ hạt hồ đào tuyệt đẹp, trái cây, nước đóng chai được mang đến phòng, v.v... Gọi cho quản lý, ghi chú vấn đề ban đầu, hoàn toàn không có vấn đề gì, sự quan tâm cá nhân thật tuyệt vời, đẳng cấp hướng dẫn viên, nhà bếp tuyệt vời, phòng được dọn dẹp mỗi ngày, khách sạn tuyệt đẹp, phòng chờ, phòng hạng vàng, bữa sáng khay buổi sáng, món khai vị, quầy bar buổi tối đáng giá tiền thêm, hạng vàng quy định phòng nhìn ra quảng trường nhà thờ Trinity, phòng đẹp, điều cần cải thiện là sóng truyền hình cáp, thực tế là 2 điều khiển từ xa không hoạt động, cá nhân tôi không quan tâm đến tivi, con trai tôi, nhìn chung trải nghiệm tuyệt vời, chắc chắn sẽ quay lại, cảm ơn nhân viên hạng vàng của Fairmont đã làm cho chuyến đi Boston trở nên đặc biệt.",5
"Tôi rất thích, đã tìm kiếm thông tin trực tuyến về các khách sạn và chồng tôi quyết định chọn khách sạn trông đẹp nhất, đặc biệt là muốn ở gần phố Newbury, chỉ cách 2 dãy nhà. Khách sạn đắt thứ hai so với những khách sạn khác trông rất đẹp và đáng giá. Sảnh khách sạn tuyệt đẹp, khiến tôi cảm thấy như thời gian trôi qua. Phòng nhỏ nhưng hoàn hảo, vì tôi mang nhiều hành lý nên biết mình sẽ ở đó, không định dành nhiều thời gian nhưng không sao cả. Ấn tượng về phòng sạch sẽ, nhưng phòng tắm thì sáng bóng (thường thì tôi hơi e ngại). Giường thoải mái, ngủ ngon giấc. Hoàn toàn yêu thích đêm nghỉ. Quên hỏi về việc nhận phòng muộn, gọi cho lễ tân và được thông báo không sao. Nhìn chung, nhân viên cực kỳ thân thiện và chu đáo. Nhận ra chồng tôi quên dao cạo, họ lập tức gửi kem cạo râu. Đặt phòng đêm thứ hai, ngày hôm sau vui vẻ nên quyết định kéo dài thời gian lưu trú. Kiểm tra lại, gọi điện, được thông báo là đã đặt phòng nhưng vẫn được nhận phòng lại. Chỉ có một vài điều nhỏ cần lưu ý: phòng gần thang máy, tiếng ồn từ hành lang vọng thẳng vào cửa, làm tôi tỉnh giấc một chút vào buổi sáng. Bồn tắm thứ hai trong phòng tắm liền kề với bồn rửa mặt, quầy nhỏ không có kính. Rèm tắm không kín, khe hở chạy dọc khiến nước chảy ra ngoài. Cuối cùng, phí đậu xe đắt đỏ (42 đô la/ngày), cho rằng đó là mức giá khá chuẩn trong thành phố. Nhìn chung, tôi rất thích kỳ nghỉ này, cố gắng ở lại Boston vào tháng 10 khi đang làm việc. Vị trí trung tâm, phố Newbury Boylston, các cửa hàng và nhà hàng không thể chê vào đâu được. Quán bar Oak tuyệt đẹp, đáng để uống một ly.",5
"Giá phòng cần được cập nhật, giá trên Priceline là 129, giá niêm yết trên Fairmont.com là hơn 260 đô la/đêm. 129 đô la không tệ, vị trí tuyệt vời trên đường Copley Place, Prudential Center. Khu vực đỗ xe khá tốt, đến muộn thứ Bảy, có thể đỗ xe trên đường (không cần trả phí đỗ xe), Chủ nhật thì không thể đỗ xe ở chỗ có đồng hồ tính phí, phải tự đỗ xe trong gara (đi bộ một đoạn đường ngắn, giá 20 đô la/đêm). Khách sạn tính phí 30-40 đô la cộng thêm tiền boa cho gara. Phòng hơi cũ, có chút lỗi thời. Trung tâm giải trí Mousetrap khá tốt (cần thiết). Phòng tắm được sơn mới, gạch ốp lát không được đẹp lắm, nhưng mong đợi một khách sạn hạng sang. Có lẽ không phải là nơi phù hợp để ở nếu đi công tác, thiếu ổ cắm điện. Giường tạm ổn, không phải loại giường cao cấp như Westin/Starwood, phòng tiêu chuẩn khoảng 300 đô la. Nhìn chung phòng ổn, giá cả và vị trí rất tốt, chỉ là không muốn trả thêm 250 đô la tiền thuế và phí đỗ xe.",4
"Khách sạn Fairmont Copley Plaza tuyệt vời, dịch vụ xuất sắc, vị trí khách sạn tráng lệ, tòa nhà tráng lệ, dịch vụ tuyệt vời. Khách sạn nằm trong tòa nhà kiến ​​trúc Phục Hưng tuyệt đẹp, tọa lạc tại Copley Plaza, gần Thư viện Công cộng Boston, Nhà thờ Trinity và Tháp Hancock, có thể đi bộ đến. Sảnh đợi vô cùng tuyệt vời, không cần phải đi bộ đến khách sạn, dịch vụ tận cửa phòng rất tốt, dịch vụ Fairmont tuyệt vời, thủ tục nhận phòng lịch sự và nhanh chóng. Phòng trong tòa nhà lịch sử, được cải tạo hiện đại, rộng rãi, phòng tắm lát đá cẩm thạch, giường rất thoải mái, bàn làm việc hơi chật, có truy cập internet trong phòng. Thực sự cảm thấy như đang sống một cuộc sống tốt đẹp, phòng nhỏ được trang bị phòng tập thể dục. Khách sạn lịch sử tuyệt vời, tiện nghi hiện đại, dịch vụ xuất sắc, thực sự rất thích kỳ nghỉ tại Fairmont.",5
"Khách sạn lịch sử tuyệt vời, tôi đã ở Fairmont vào cuối tháng 6, 4 đêm. Khách sạn tạo ấn tượng tốt từ bên ngoài, khu vực sảnh lớn tráng lệ, nhân viên gác cửa chào đón khách nhưng việc mang hành lý không được thuận tiện lắm. Phòng được bố trí nhỏ, tối và có mùi thuốc lá, tôi đã yêu cầu đổi sang phòng khác lớn hơn, tốt hơn. Mặc dù không ăn ở khách sạn nhưng tôi đã thử đồ uống ở quầy bar Oak Room, đồ uống khá ngon. Vị trí khách sạn hoàn hảo, các trung tâm mua sắm, cửa hàng thời trang cao cấp gần đó, có thể đi bộ đến Boston, nơi thu hút khách du lịch. Tôi khuyên bạn nên chọn khách sạn này, giá cả hợp lý, vị trí không thể chê vào đâu được, thực sự là một khách sạn đẹp và phòng tốt.",4
"Ác mộng khách sạn, từng ở khách sạn Boston từ 2 đến 4 sao, khách sạn Ho-Jo Fenway tệ hại, máy sưởi hoạt động 80 độ, phòng không mát, cửa sổ không mở được, giường đôi chứ không phải giường cỡ queen, đã trả tiền nhưng lễ tân nói đáng lẽ phải được đổi. Tệ nhất là cuối cùng cũng ngủ được - phòng tiệc ồn ào khó chịu, 12:30 đêm gọi lễ tân 4 lần, bảo vệ không vào, cuối cùng xuống tầng dưới nói không được giải quyết, bảo vệ chỉ đứng đó cầm bộ đàm, tiệc tùng vẫn tiếp diễn, cửa mở toang, cuối cùng nói muốn đổi phòng, sáng hôm sau thu dọn đồ đạc, phòng thứ hai có mùi như chết, may mắn là máy sưởi không hỏng, mùi kinh khủng, quyết định tìm nơi tốt hơn nhưng nói rõ với nhân viên thờ ơ rằng khách sạn lãng phí năng lượng, sáng hôm sau nói chuyện với quản lý và được biết trải nghiệm tồi tệ, nói muốn phòng tiệc hoạt động hàng giờ đêm, giường nhỏ, phòng không có điều hòa, đã ở khách sạn 1-2 sao, thay vào đó chọn trả hàng trăm đô la để ở khách sạn 5 sao, không hề đề cập đến việc được miễn phí lưu trú, chỉ được nâng cấp miễn phí và ăn sáng miễn phí, đã ở Fairmont Copley Plaza, tất nhiên là chuyện đã xảy ra, tiết kiệm hàng trăm đô la mà vẫn tiêu tiền, trò đùa khách sạn 5 sao.",1
"Những cô con gái tuyệt vời vừa trải qua một tuần ở New England, bắt đầu chuyến đi tại Copley Plaza, ở lại Boston, chưa bao giờ được tận hưởng dịch vụ chăm sóc xuất sắc như những năm trước. Đến nơi lúc 5:30 sáng bằng chuyến bay đêm, được đảm bảo rằng phòng chưa sẵn sàng ở tầng vàng, được nâng cấp lên phòng suite, phòng suite Dàn nhạc Giao hưởng Boston, phòng suite Treasurehouse với hình ảnh, áp phích, bản nhạc của Dàn nhạc Giao hưởng Boston, phòng suite được trang trí đẹp mắt với tầm nhìn ra quảng trường Copley, phòng ăn sáng tuyệt vời, sáng hôm sau đến muộn, một người phục vụ trẻ tuổi dễ thương đã nấu bữa sáng ngon tuyệt theo giờ phục vụ bình thường, người phục vụ buổi sáng cũng vậy, được chăm sóc chu đáo, các con gái tôi muốn được hướng dẫn bản đồ Boston, nhà hàng, gợi ý mua sắm, hỏi han và tận hưởng buổi sáng, nhân viên phục vụ xuất sắc, cả ngày chất hành lý, thuê xe, đi New England, người gác cửa lấy hành lý giúp hướng dẫn làn đường giao thông an toàn khi rẽ vào I-90, cảm thấy chú chó Katie, giống chó Labrador đen địa phương, mang đến cảm giác ấm cúng như ở nhà, sảnh sang trọng và thư giãn. Tôi chỉ không thể nói là khách sạn tốt, so sánh thì quá nhạt nhẽo.",5
"Thử trải nghiệm hạng Gold tại Fairmont, chồng tôi cần một đêm nghỉ ngơi thư giãn, được nuông chiều và không thể bỏ lỡ cơ hội có con 14 tháng tuổi, chắc chắn đây là nơi hoàn hảo. Fairmont Gold Level thực sự tuyệt vời, nhân viên phục vụ tận tình, đặt bàn ăn tối, massage, giao rượu sâm panh, nước cam tươi vắt, cocktail mimosa trong phòng, bữa sáng. Hạng Gold Level có thực đơn khai vị phong phú đến bất ngờ, tiệc cocktail buổi tối bao gồm rượu vang, phô mai, tôm, cocktail, bữa sáng bao gồm trứng, bánh mì ngon, bánh ngọt, nước ép trái cây tươi. Rất nên nâng cấp lên hạng Gold tại Fairmont.",5
"Phòng ốc sang trọng, tôi ở phòng hạng sang nhìn ra quảng trường Coply, trải nghiệm tuyệt vời. Phòng được trang trí cầu kỳ, thanh lịch và cực kỳ sạch sẽ, phòng tắm hoàn toàn mới và sang trọng. Có một điểm trừ là khó treo đồ dài như áo khoác/váy vì tủ quần áo bị vướng.",5
"Khách sạn tuyệt vời, vị trí hoàn hảo, thành phố xinh đẹp, tôi vừa trở về sau chuyến đi 5 ngày đến Boston dịp Giáng sinh, thành phố tuyệt vời, vẻ đẹp của thành phố, gợi nhớ đến New York thu nhỏ, người dân thân thiện hơn, kiến ​​trúc đáng yêu. Khách sạn Fairmont là sự lựa chọn tuyệt vời, nằm ở vị trí lý tưởng, ngay quảng trường xinh đẹp, nhân viên lễ tân Jim Carey rất am hiểu và hữu ích, phòng tiêu chuẩn có kích thước tốt, giường thoải mái, đặc biệt là khi đi tham quan cả ngày dài, linh vật của khách sạn là chú chó Labrador đen 5 tuổi tên Catie Copley, vô cùng đáng yêu, nhân viên lễ tân đã sắp xếp các chuyến đi bộ, tôi thực sự rất thích chuyến đi Boston, chắc chắn sẽ ở lại Fairmont.",5
"Tôi thích sảnh khách sạn, ở tại Fairmont Copley Plaza vào tháng 12, đến Boston. Khi đến nơi, người khuân vác không mấy ấn tượng khi được nhờ giúp đỡ hành lý, anh ta tỏ ra ngượng ngùng vì hành lý nặng và rõ ràng là muốn kiếm tiền boa, khá thô lỗ và cộc cằn... Tôi thích kỳ nghỉ, vị trí tốt, khu vực đẹp, khách sạn có sảnh đẹp, phòng sang trọng nhưng hơi nhỏ, dịch vụ tốt, nhà hàng Oak Room của khách sạn có bữa ăn trang trọng ngon miệng.",4
"Tuyệt vời, tôi ở Fairmont 5 đêm giữa tháng 10, được nâng cấp lên phòng deluxe góc tầng 6, phòng rộng rãi (có lò sưởi giả), giường tuyệt vời, phòng yên tĩnh. Vị trí khách sạn có lẽ là tốt nhất trong thành phố, trung tâm mua sắm lớn, phương tiện giao thông công cộng, tàu điện ngầm ngay trước cửa. Chúng tôi chủ yếu đi bộ đến các nhà hàng gần khách sạn, nếu thời tiết xấu cần đi taxi, hãy cẩn thận, tài xế taxi ở Boston lái xe rất đắt, tôi đã bị chặt chém 4 lần, đặc biệt là khi đi ăn tối ở phía bắc sân bay. Nếu thời tiết cho phép, tôi khuyên bạn nên đi bộ đến Funeal Hall khoảng 20 phút, có rất nhiều điểm tham quan trên đường đi, tôi đi tàu điện ngầm đến Harvard rất dễ dàng, Harvard rất đẹp, tôi đã dành hàng giờ chỉ để đi dạo, nhà hàng Joe's American Grill trên đường Dartmouth chỉ cách khách sạn vài dãy nhà, nơi đẹp, đồ ăn khá rẻ cho bữa trưa và bữa tối, Smith Wollensky Bay Steak, lâu đài lịch sử tuyệt đẹp, thịt nướng Hang Age rất ngon, bữa ăn tuyệt vời, ăn trưa ở Stephanie Newbury's không ấn tượng lắm, Davide Italian North End thì bữa tối đắt đỏ không đáng tiền, nhân viên lễ tân khuyên dùng, bữa tối hải sản ngon, đi bộ đến Funeal Hall ăn trưa rất vui, Skipjacks Seafood Cocktails, nơi sôi động và nổi tiếng... hãy đặt chỗ trước, bia Miller Draft 2 đô la cách khách sạn nửa dãy nhà. Tour du lịch bằng vịt trông rất thú vị Chuyến tham quan trước đó, thích đi thuyền ở Cape Cod nhưng không đủ thời gian, 90 phút, muốn đến bảo tàng JFK, dự định đi buổi chiều nhưng lại hết thời gian vào buổi sáng. Có Starbucks ngay cửa khách sạn, có ấm pha cà phê trong phòng, tổng cộng 10 ly cà phê, cửa hàng 7-11 Rite Aid trên phố, muốn mua nước, cửa hàng rượu, muốn mua bia trong phòng.",5
"Khách sạn Fairmont ở Boston khá tốt, tôi đã đặt 2 phòng, trừ khi có ưu đãi lớn thì phòng thường thì đắt, tôi ở phòng bình thường, nhưng phòng suite ở tầng Club thì tuyệt vời. Phòng khá đẹp, phòng tắm nhỏ, không có máy pha cà phê, không bán cà phê, có dịch vụ phòng ở sảnh, chỉ có 2 ấm pha cà phê cho 6 người, giá 50 đô la cộng thêm tiền boa, rất nhiều cà phê, có bữa sáng được giao tận nơi, khăn trải bàn và hoa. Khách sạn Ritz Boston, 40 đô la/đêm, có dịch vụ đỗ xe, gặp vấn đề về hành lý, gần đó, vị trí đẹp, nhà hàng tuyệt vời. Tôi thích khách sạn này hơn, khách sạn Copley Plaza không đẹp bằng Ritz Boston Common. Sảnh ở mức trung bình, quán bar kiểu Boston cổ điển đẹp, sang trọng và đắt tiền, vị trí đẹp ở quảng trường Copley, có người gác cửa/người khuân vác hành lý, rất hữu ích, giúp tôi tìm được nhà hàng ở khu North End.",3
"Khách sạn Stay Plaza tuyệt vời! Bắt đầu chuyến du lịch New England của bạn với 2 đêm nghỉ tại đây. Khi đến nơi, nhân viên rất nhiệt tình và tạo cảm giác chào đón. Phòng hạng sang được bài trí đẹp mắt với nội thất chất lượng cao, giường ngủ tuyệt vời, phòng tắm nhỏ xinh, tiếng ồn giao thông không gây khó chịu. Khách sạn có vị trí lý tưởng gần trung tâm thương mại Prudential trên đường Newbury Boylston, có nhiều cửa hàng mua sắm tuyệt vời, quán cà phê Starbucks ngay gần đó, bữa sáng ngon miệng. Chắc chắn nên quay lại đây lần nữa.",4
"Khách sạn không đáng tiền, cố gắng hết sức để biện minh cho việc lưu trú, phòng nhỏ xíu, được gọi là phòng hạng trung, đồ ăn bình thường. Tôi thích những khách sạn cũ, khá được tân trang lại, điều khó chịu là chuột, tôi thấy chúng chạy lung tung trên sàn nhà hàng ăn sáng, đồng nghiệp nói phòng khá thú vị khi thấy một con chuột. Có nhiều khách sạn đẹp trong khu vực, chắc chắn có nhiều lựa chọn, Hilton đã giới thiệu cho chúng tôi. Tôi nói đây là nơi có giá tốt hơn. Hãy chắc chắn rằng Petit Robert Bistro ở khu vực đó là điểm nhấn tuyệt vời của chuyến đi.",4
